effectName,shortDesc,fullDesc,activeDesc,TEST,indexNum,displayNum,player,accessible,inclusion,exemplarTheme,school,duration,rarity,component,inspiration,specFunc,Lite 120,Exemplar Inclusion,D#,Category,Scope,isAbjuration,isChronomancy,isConjuration,isDivination,isEnchantment,isEvocation,isIllusion,isNecromancy,isTransmutation,Cycle
Vengeance: Retribution,VENGEANCE,Deal 2 damage to each of three target creatures or players.,,DIFF,647,647,duel,TRUE,vengeance,,Evocation,Instant,rare,,,,,v1,,,,,,,,,,,,,
Vengeance: Reinforce,VENGEANCE,Put two +1/+1 counters on target creature controlled by another player.,,DIFF,648,648,multi,TRUE,vengeance,,Transmutation,Instant,uncommon,,,,,v4-5,,,,,,,,,,,,,
Plagiarism,"You may discard two cards from your hand. If you do, search an opponent's library for a card, reveal it, put it in your hand, then shuffle their library.",,,DIFF,649,649,duel,TRUE,"exemplar, custom",university,Divination,Instant,uncommon,,,,,f,,,,,,,,,,,,,
Playing Around,"Exile your hand. Starting on your left and going around the table, draw a card from each library until you have 7 cards.",,,DIFF,650,650,duel,TRUE,"lite, exemplar, custom",soundalike,Divination,Instant,uncommon,,,,x,h,,,,,,,,,,,,,
Borrowed Time,"Take an extra turn after this one. Skip your next Chaos Step. During this turn, you cannot die due to having 0 life. At the beginning of the end step, you lose the game.",,,DIFF,651,651,duel,TRUE,custom,,Chronomancy,Instant,rare,,,,,v,,,,,,,,,,,,,
Sharknado (TM),Create <z-rb>2d4</z-rb> Sharks.,Create <z-rb>2d4</z-rb> 3/2 blue Shark creature tokens with flying and islandhome.,,DIFF,652,652,duel,TRUE,custom,,Conjuration,Instant,uncommon,8x Shark,,,,,,,,,,,,,,,,,
The Three Rs,"Until end of turn, all cards in your hand have Cycling <z-is>2</z-is>.",,,DIFF,653,653,duel,TRUE,custom,,"Transmutation, Divination",Turn,common,,,,,,,,,,,,,,,,,,
Mutagen Ooze,Mutate target creature you control.,,,DIFF,654,654,duel,TRUE,custom,,Transmutation,Instant,common,,,,,,,,,,,,,,,,,,
Unauthorized Strategy,Choose two target opponents. Switch ownership of their hands and libraries.,,,DIFF,655,655,multi,TRUE,"exemplar, custom",complexity,"Enchantment, Illusion",Instant,uncommon,,"Paul (RIP, my mentor)",,,,,,,,,,,,,,,,
I Am Also Not Left-Handed,"Until end of turn, you cannot use your dominant hand.",,,DIFF,656,656,duel,FALSE,"exemplar, custom",main,Enchantment,Turn,uncommon,,,,,,,,,,,,,,,,,,
Limber Up,"Each player may stand up and stretch, walk a lap around the play area, or engage in limbering activities appropriate to their abilities. If they do not, they skip their next untap phase.",,,DIFF,657,657,duel,FALSE,custom,,Chronomancy,Instant,uncommon,,,,,,,,,,,,,,,,,,
"One Eye See, Two Eye Scry","Look at the top card of target opponent's library, then scry 2.",,,DIFF,658,658,duel,TRUE,custom,,Divination,Instant,common,,,,,,,,,,,,,,,,,,
I Scry Pie,Scry 3.14159,,,DIFF,659,659,duel,TRUE,"exemplar, custom",complexity,Divination,Instant,common,,,,,,,,,,,,,,,,,,
Mechanical Tokens,"Create two Food, Clue, or Treasure tokens.",,,DIFF,660,660,duel,TRUE,custom,,Conjuration,Instant,common,"2x Food, 2x Clue, 2x Treasure",,,,,,,,,,,,,,,,,
Rod Sphere Cup Star Throne,"Until end of turn, any time a player casts a spell, they may pay <z-is>1</z-is>. If they do, they gain 2 life.",,,DIFF,661,661,duel,TRUE,custom,,"Evocation, Necromancy",Turn,common,,,,,,,,,,,,,,,,,,
Scrying Interference,"Reveal the top ten cards of your library. Divide them into two piles. Target opponent chooses one pile to go on top of your library, the other pile goes on the bottom.",,,DIFF,662,662,duel,TRUE,"exemplar, custom",complexity,"Divination, Illusion",Instant,common,,,,,,,,,,,,,,,,,,
Scry Games,Scry <z-rb>1d6</z-rb>,,,DIFF,663,663,duel,TRUE,custom,,Divination,Instant,common,,,,,,,,,,,,,,,,,,
Token Mechanic's Toolkit,"Until the start of your next turn, whenever you would create a Food, Treasure, or Clue token, instead create one of each.",,"Whenever [controllingPlayer] would create a Food, Treasure, or Clue token, instead they create one of each.",DIFF,664,664,duel,TRUE,custom,,"Conjuration, Transmutation",Round,common,Reminder,,,,,,,,,,,,,,,,,
Scryfall,Discard a card at random. Scry its CMC.,,,DIFF,665,665,duel,TRUE,custom,,"Abjuration, Divination",Instant,common,,,,,,,,,,,,,,,,,,
Rapunzel,"Until the start of your next turn, the player with the longest hair cannot be attacked except by creatures with flying.",,The player with the longest hair cannot be attacked except by creatures with flying.,DIFF,666,666,duel,TRUE,custom,,Abjuration,Round,uncommon,,,,,,,,,,,,,,,,,,
Four Eyes Are Better Than Two,Each player wearing corrective lenses draws two cards.,,,DIFF,667,667,duel,TRUE,custom,,Divination,Instant,uncommon,,,,,,,,,,,,,,,,,,
Grind Your Bones to Make My Bread,"Each opponent mills one. For each creature that enters the graveyard this way, create a Food token.",,,DIFF,668,668,duel,TRUE,custom,,Conjuration,Instant,uncommon,4x Food,,,,,,,,,,,,,,,,,
The Boy Who Scry'd Wolf,"Scry 3. If any of the scry'd cards is a creature, you may reveal it and put it in your hand instead of back on the top or bottom of your library.",,,DIFF,669,669,duel,TRUE,custom,,Divination,Instant,uncommon,,,,,,,,,,,,,,,,,,
They Had Feathers!,"Until end of turn, all Dinosaurs gain flying.",,,DIFF,670,670,duel,TRUE,"lite, custom",,Transmutation,Turn,common,,,,x,,,,,,,,,,,,,,
Trials of Destiny,Each player reveals their hand and discards any Destiny-related cards.,"Each player reveals their hand and must discard any cards with ""light"", ""darkness"", ""power"", ""guardian"", ""ghost"", ""hunter"", ""titan"", ""warlock"", ""solar"", ""arc"", ""void"", ""stasis"", ""vanguard"", ""hive"", ""fallen"", ""cabal"", ""vex"", ""scorn"", ""tower"", ""traveler"", ""gambit"", ""trial"", ""saint"", ""commander"", ""leviathan"", ""garden"", ""wish"", ""crypt"", or ""vault"" in their name.",,DIFF,671,671,duel,TRUE,"exemplar, custom",badthings,"Abjuration, Divination",Instant,uncommon,,,,,,,,,,,,,,,,,,
Alternate Timeline,"Shuffle all permanents you own into your library, then reveal cards from the top of your library until you have revealed that many permanents. Put all non-Aura permanent cards revealed this way onto the battlefield, then do the same for Aura cards, then put the rest on the bottom of your library in a random order.",,,DIFF,672,672,duel,TRUE,custom,,Conjuration,Instant,rare,,,,,,,,,,,,,,,,,,
Out of the Of-en,"Ban all cards with ""of"" in their name for the rest of the match. All cards with ""of"" in their name in any zone or sideboard are removed from the match.",,,DIFF,673,673,duel,TRUE,"exemplar, custom",complexity,Abjuration,Instant,rare,,,,,,,,,,,,,,,,,,
My Scryder Sense Is Tingling,Put a reach counter on target creature. Scry 2,,,DIFF,674,674,duel,TRUE,custom,,"Transmutation, Divination",Instant,common,,,,,,,,,,,,,,,,,,
Weighted Dice,Tap all creatures with toughness <z-rb>1d6</z-rb>.,,,DIFF,675,675,duel,TRUE,custom,,Enchantment,Instant,common,,,,,,,,,,,,,,,,,,
Grain Drain,Tap all Plains.,,,DIFF,676,676,duel,TRUE,custom,,Enchantment,Instant,common,,,,,,,,,,,,,,,,,,
Slope Nope,Tap all Mountains.,,,DIFF,677,677,duel,TRUE,custom,,Enchantment,Instant,common,,,,,,,,,,,,,,,,,,
Marsh Harsh,Tap all Swamps.,,,DIFF,678,678,duel,TRUE,custom,,Enchantment,Instant,common,,,,,,,,,,,,,,,,,,
Isle Denial,Tap all Islands.,,,DIFF,679,679,duel,TRUE,custom,,Enchantment,Instant,common,,,,,,,,,,,,,,,,,,
Jungle Bungle,Tap all Forests.,,,DIFF,680,680,duel,TRUE,custom,,Enchantment,Instant,common,,,,,,,,,,,,,,,,,,
Sugar... and Water,All plains you control become infested until end of turn.,All plains you control become 'Infested Plains' with '<z-is>t</z-is>: create a 0/1 white and green Locust token with flying and plainshome' until end of turn.,,DIFF,681,681,duel,TRUE,custom,,"Conjuration, Transmutation",Turn,uncommon,6x Locust,,,,,,,,,,,,,,,,,
Blockchain,Target creature must block as many creatures as possible until end of turn.,,,DIFF,682,682,duel,TRUE,custom,,Enchantment,Turn,common,,,,,,,,,,,,,,,,,,
Into the Depths,Each player may put the top card of their graveyard on top of their library.,,,DIFF,683,683,duel,TRUE,custom,,"Necromancy, Divination",Instant,common,,,,,,,,,,,,,,,,,,
Into the Dungeon,Venture into the dungeon.,,,DIFF,684,684,duel,TRUE,custom,,Enchantment,Instant,common,,,,,,,,,,,,,,,,,,
Keep Digging!,Each player may put the bottom card of their library on top of their library.,,,DIFF,685,685,duel,TRUE,"exemplar, custom",complexity,Divination,Instant,common,,,,,,,,,,,,,,,,,,
We've Got to Go Deeper,Each player may put the bottom card of their library into their hand.,,,DIFF,686,686,duel,TRUE,"exemplar, custom",complexity,Divination,Instant,common,,,,,,,,,,,,,,,,,,
Dug Too Deep,Return all Wizards to their owners' hands. Destroy all Dwarves. Put a +1/+1 counter on each Goblin and Troll. Target opponent creates a Balrog.,Return all Wizards to their owners' hands. Destroy all Dwarves. Put a +1/+1 counter on each Goblin and Troll. Target opponent creates a 5/5 black Balrog token with flying and first strike.,,DIFF,687,687,duel,TRUE,"exemplar, custom",complexity,Conjuration,Instant,uncommon,Balrog,,,,,,,,,,,,,,,,,
At What Cost?,"Each player may discard a card at random. If they do, they gain 3 life.",,,DIFF,688,688,duel,TRUE,custom,,"Abjuration, Necromancy",Instant,common,,,,,,,,,,,,,,,,,,
DivinationFest '06,Scry 1. Draw 3. Discard 2. Fateseal 1. Surveil 2. Draw 1.,,,DIFF,689,689,duel,TRUE,"lite, exemplar, custom",complexity,Divination,Instant,uncommon,,,,x,,,,,,,,,,,,,,
Kith and Make Up,Each player creates a Kithkin.,Each player creates a 1/1 white Kithkin.,,DIFF,690,690,duel,TRUE,custom,,Conjuration,Instant,common,6x Kithkin,,,,,,,,,,,,,,,,,
The Hydratic Formula,"The next spell you cast this turn gets ""Cascade, cascade, cascade, cascade.""",,,DIFF,691,691,duel,TRUE,"exemplar, custom",complexity,"Transmutation, Conjuration",Instant,uncommon,,,,,,,,,,,,,,,,,,
Been Around A While,"Conjure the Power Nine into your library, then shuffle.",,,DIFF,692,692,duel,TRUE,"exemplar, custom",complexity,Conjuration,Instant,rare,"Ancestral Recall, Timetwister, Time Walk, Black Lotus, Mox Emerald, Mox Jet, Mox Pearl, Mox Ruby, Mox Sapphire",,,,,,,,,,,,,,,,,
House of Mirrors,"Until the start of your next turn, whenever a player casts an instant or sorcery spell, each other player copies that spell. Each of those players may choose new targets for their copy.",,"Whenever a player casts an instant or sorcery spell, each other player copies that spell. Each of those players may choose new targets for their copy.",DIFF,693,693,duel,TRUE,"exemplar, custom",complexity,"Evocation, Illusion",Round,rare,,,,,,,,,,,,,,,,,,
Obligatory Gifts,"Ask target opponent if they remembered to get you a present. If they say yes, they put a card they own from outside the game into your hand. Otherwise, you gain control of target permanent they control.",,,DIFF,694,694,duel,TRUE,custom,,Conjuration,Instant,uncommon,,,,,,,,,,,,,,,,,,
Are You Sure It Isn't Dangerous?,Put an infect counter on each Spider and Snake.,,,DIFF,695,695,duel,TRUE,custom,,Transmutation,Instant,common,,,,,,,,,,,,,,,,,,
And Shake It All About,Deal 1 damage to each player and non-flying creature.,,,DIFF,696,696,duel,TRUE,"exemplar, custom",main,Evocation,Instant,common,,,,,,,,,,,,,,,,,,
Three Halflings in a Trenchcoat,Create a Trenchcoat and three Hungry Halflings.,"Create a 4/4 colorless Trenchcoat artifact vehicle token with ""Crew 1.5"" and ""Snackwalk"". Create three .5/.5 green and white Hungry Halfling creature tokens.",,DIFF,697,697,duel,TRUE,"exemplar, custom",tokenizer,Conjuration,Instant,uncommon,,,,,,,,,,,,,,,,,,
I Am Legend,"Until the start of your next turn, you may ignore 704.5k (the legend rule).",,[controllingPlayer] may ignore 704.5k (the legend rule).,DIFF,698,698,duel,TRUE,custom,,Illusion,Round,common,,,,,,,,,,,,,,,,,,
Simic Mimic,Create a token copy of each blue or green creature on the battlefield. ,,,DIFF,699,699,duel,TRUE,custom,,Conjuration,Instant,rare,,,,,,,,,,,,,,,,,,
The City's Bane,"Until the start of your next turn, the city's blessing goes away.",,Each player with the city's blessing loses it. Players can't get the city's blessing.<z-effectEnd>Players may regain the city's blessing if they control a permanent with ascend while controlling ten or more permanents.</z-effectEnd>,DIFF,700,700,duel,TRUE,custom,,Abjuration,Round,uncommon,,,,,,,,,,,,,,,,,,
The Plot Unravels,"Starting with you and continuing to the left, each player plays all their plotted cards.",,,DIFF,701,701,duel,TRUE,custom,,Chronomancy,Instant,uncommon,,,,,,,,,,,,,,,,,,
Bear With Me,Giant Growth all bears.,Each creature with base power and toughness 2/2 gets +3/+3 until end of turn.,,DIFF,702,702,duel,TRUE,custom,,Transmutation,Turn,common,,,,,,,,,,,,,,,,,,
Spin the Permanent,MINIGAME,"Each player chooses a permanent they own and spins it on the table. Whichever player it is most oriented ""upright"" to gains control of it.",,DIFF,703,703,duel,FALSE,minigame,,Enchantment,Instant,uncommon,,,,,,,,,,,,,,,,,,
Draw,Draw 1 card.,,,DIFF,704,704,duel,TRUE,"micro, custom",,Divination,instant,common,,,,,,,,,,,,,,,,,,
Gain,Gain 1 life.,,,DIFF,705,705,duel,TRUE,"micro, custom",,Necromancy,instant,common,,,,,,,,,,,,,,,,,,
Poke,Deal 1 damage to any target.,,,DIFF,706,706,duel,TRUE,"micro, custom",,Evocation,instant,common,,,,,,,,,,,,,,,,,,
Buff,Put a +1/+1 counter on target creature.,,,DIFF,707,707,duel,TRUE,"micro, custom",,Transmutation,instant,common,,,,,,,,,,,,,,,,,,
Steal,Take 1 card at random from target opponent's hand and put it in your hand.,,,DIFF,708,708,duel,TRUE,"micro, custom",,"Divination, Illusion",instant,common,,,,,,,,,,,,,,,,,,
Breathe,Nothing happens.,,,DIFF,709,709,duel,TRUE,"micro, custom",,Abjuration,instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 000,"Gee, nothing happens.",,,DIFF,710,710,duel,TRUE,"legacy, custom",,Abjuration,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 001,Demonic Tutor,"Search your library for a card, put it in your hand, then shuffle.",,DIFF,711,711,duel,TRUE,"legacy, custom",,Divination,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 002,Timetwister,"Each player shuffles their hand and graveyard into their library, then draws seven cards.",,DIFF,712,712,duel,TRUE,"legacy, custom",,"Divination, Necromancy, Illusion",Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 003,"Infuse: Untap target land, critter, or artifact. Cantrip","Infuse: Untap target land, critter, or artifact. Cantrip (draw a card)",,DIFF,713,713,duel,TRUE,"legacy, custom",,"Enchantment, Divination",Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 004,Add one Counter to Jackpot,,,DIFF,714,714,duel,TRUE,"legacy, custom",,Conjuration,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 005,Earthquake (<z-rb>1d6</z-rb> to non-flyers and players),,,DIFF,715,715,duel,TRUE,"legacy, custom",,Evocation,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 006,Give target player one annoyance counter.,"Give target player one annoyance counter. (If a player has 5 or more annoyance counters, they lose the game.)",,DIFF,716,716,duel,TRUE,"legacy, custom",,Conjuration,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 007,SPECIAL EFFECT,Roll Two More Times,,DIFF,717,717,duel,TRUE,"legacy, custom",,Chronomancy,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 008,SPECIAL EFFECT,"If you rolled this as an extra roll, go to Jackpot.",,DIFF,718,718,duel,TRUE,"legacy, custom",,Chronomancy,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 009,Pestilence (<z-rb>1d6</z-rb> to critters and players),,,DIFF,719,719,duel,TRUE,"legacy, custom",,Evocation,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 010,Fork a Roll,"You get a Fork emblem with ""Sacrifice this emblem: Copy a Chaos Roll.""",,DIFF,720,720,duel,TRUE,"legacy, custom",,Conjuration,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 011,Gain 3 life for each opponent in the game.,,,DIFF,721,721,duel,TRUE,"legacy, custom",,Necromancy,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 012,Jackpot!!,Take 2+ the number of counters on Jackpot extra turns after this turn.,,DIFF,722,722,duel,TRUE,"legacy, custom",,Chronomancy,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 013,"Mini-haups (all sac. one land, critter, and artifact)",,,DIFF,723,723,duel,TRUE,"legacy, custom",,Abjuration,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 014,Wormhole: Reverse turn direction.,,Reverse the direction of play.,DIFF,724,724,duel,TRUE,"legacy, custom",,Chronomancy,Ongoing,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 015,Ancestral Recall,Target player draws 3 cards.,,DIFF,725,725,duel,TRUE,"legacy, custom",,Divination,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 016,Target creature gains shadow,Put a shadow counter on target creature.,,DIFF,726,726,duel,TRUE,"legacy, custom",,Transmutation,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 017,All creatures you control gain Flanking until your next chaos phase.,,Creatures [controllingPlayer] controls have flanking.,DIFF,727,727,duel,TRUE,"legacy, custom",,Transmutation,Round,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 018,"Gain <z-rb>1d6</z-rb> Mickey Mouse tokens, treat these tokens as 1/1 R, W, B, G, U critters.",Create <z-rb>1d6</z-rb> 1/1 WUBRG Mickey Mouse creature tokens.,,DIFF,728,728,duel,TRUE,"legacy, custom",,Conjuration,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 019,Give target player one annoyance counter.,"Give target player one annoyance counter. (If a player has 5 or more annoyance counters, they lose the game.)",,DIFF,729,729,duel,TRUE,"legacy, custom",,Conjuration,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 020,"End of poverty: Each player draws cards until all players have the same number of cards as the person currently holding the most cards, all players then search their libraries and put critters into play until they have the same number of critters at the person who currently has the most, repeat this for land, then have all players shuffle their decks.","End of poverty: Each player draws cards until all players have the same number of cards as the person currently holding the most cards, all players then search their libraries and put critters into play until they have the same number of critters at the person who currently has the most, repeat this for land, then have all players shuffle their decks.",,MATCH,730,730,duel,TRUE,"legacy, custom",,"Conjuration, Divination",Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 021,"Blackjack!! Gain control of target creature, target land, target artifact, and trade life with one of the players you took a permanent from.","Blackjack!! Gain control of target creature, target land, target artifact, and trade life with one of the players you took a permanent from.",,MATCH,731,731,duel,TRUE,"legacy, custom",,"Enchantment, Necromancy",Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 022,Trade places with target opponent who has the least life.,,,DIFF,732,732,duel,TRUE,"legacy, custom",,Illusion,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 023,"Daring Apprentice: Get a 1/1 blue creature, you can sac. this critter to counter a spell.","Create a 1/1 blue creature with ""Sacrifice this creature: Counter target spell.""",,DIFF,733,733,duel,TRUE,"legacy, custom",,Conjuration,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 024,"Moxes, Moxes, Moxes: Roll <z-rb>1d6</z-rb>, gain appropriate mox, 1=blue mox, 2=red mox, 3=white mox, 4=green mox, 5=black mox, 6=lost mox diamond-this # makes one generic for diamond.","Moxes, Moxes, Moxes: Roll <z-rb>1d6</z-rb>, gain appropriate mox, 1=blue mox, 2=red mox, 3=white mox, 4=green mox, 5=black mox, 6=lost mox diamond-this # makes one generic for diamond.",,MATCH,734,734,duel,TRUE,"legacy, custom",,Conjuration,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 025,"Gorilla Insanity: Target card that has part of a gorilla in the art or has gorilla in the title is buried, if there is no legal target, gain 4 life.",,,DIFF,735,735,duel,TRUE,"legacy, custom",,"Evocation, Necromancy",Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 026,Redirect all damage you take this turn to target creature you control.,Redirect all damage you take this turn to target creature you control.,,MATCH,736,736,duel,TRUE,"legacy, custom",,"Abjuration, Illusion",Turn,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 027,"Give target player one annoyance counter, any player with 5 or more annoyance counters loses the game.","Give target player one annoyance counter, any player with 5 or more annoyance counters loses the game.",,MATCH,737,737,duel,TRUE,"legacy, custom",,Conjuration,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 028,"Critters, Critters: Gain <z-rb>1d20</z-rb> Critter tokens: these tokens count as 1/2 colorless critters.","Critters, Critters: Gain <z-rb>1d20</z-rb> Critter tokens: these tokens count as 1/2 colorless critters.",,MATCH,738,738,duel,TRUE,"legacy, custom",,Conjuration,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 029,Draw <z-rb>1d6+1d12</z-rb> cards,,,DIFF,739,739,duel,TRUE,"legacy, custom",,Divination,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 030,All of your critters get -1/+1 and Flanking.,All of your critters get -1/+1 and Flanking.,,MATCH,740,740,duel,TRUE,"legacy, custom",,Transmutation,Ongoing,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 031,Bury target creature that is not the color of any creature you control.,Bury target creature that is not the color of any creature you control.,,MATCH,741,741,duel,TRUE,"legacy, custom",,Evocation,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 032,Play a critter from your hand at no cost or gain life equal to the number of lands you control,Play a critter from your hand at no cost or gain life equal to the number of lands you control,,MATCH,742,742,duel,TRUE,"legacy, custom",,Conjuration,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 033,Gorilla Shaman: Bury target artifact.,Gorilla Shaman: Bury target artifact.,,MATCH,743,743,duel,TRUE,"legacy, custom",,Evocation,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 034,Mirror Universe: Trade life with target opponent.,Mirror Universe: Trade life with target opponent.,,MATCH,744,744,duel,TRUE,"legacy, custom",,"Necromancy, Illusion",Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 035,"Mini-disk: All players sac. an enchantment, a critter, and an artifact.",,,DIFF,745,745,duel,TRUE,"legacy, custom",,"Enchantment, Evocation",Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 036,Blessed Wine: Gain one life: cantrip,Blessed Wine: Gain one life: cantrip,,MATCH,746,746,duel,TRUE,"legacy, custom",,"Necromancy, Divination",Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 037,"Disintegrate: Deal 1d10 damage to any target, targeted critters removed from game if they die due to damage.","Disintegrate: Deal <z-rb>1d10</z-rb> damage to any target, targeted critters removed from game if they die due to damage.",,DIFF,747,747,duel,TRUE,"legacy, custom",,"Evocation, Abjuration",Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 038,Postal Worker: Deal 1d10 damage to all critters.,Postal Worker: Deal <z-rb>1d10</z-rb> damage to all critters.,,DIFF,748,748,duel,TRUE,"legacy, custom",,Evocation,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 039,Toasted: All players graveyards are removed from the game.,Toasted: All players graveyards are removed from the game.,,MATCH,749,749,duel,TRUE,"legacy, custom",,"Necormancy, Abjuration",Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 040,Eureka!! Play a permanent from your hand for no cost.,Eureka!! Play a permanent from your hand for no cost.,,MATCH,750,750,duel,TRUE,"legacy, custom",,Conjuration,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 041,Give target player one annoyance counter.,Give target player one annoyance counter.,,MATCH,751,751,duel,TRUE,"legacy, custom",,Conjuration,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 042,Gain life equal to the total number of cards in all players' libraries,Gain life equal to the total number of cards in all players' libraries,,MATCH,752,752,duel,TRUE,"legacy, custom",,"Necromancy, Divination",Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 043,You phase out.,You phase out.,,MATCH,753,753,duel,TRUE,"legacy, custom",,Abjuration,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 044,Gain life equal to the total power of all critters in play or do X damage to any target where X is the total power of all critters in play.,Gain life equal to the total power of all critters in play or do X damage to any target where X is the total power of all critters in play.,,MATCH,754,754,duel,TRUE,"legacy, custom",,"Evocation, Necromancy",Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 045,"Super Pyrotechnics: Do 20 damage divided any way you choose to four or more targets, you cannot do more than 10 damage to any of these targets.","Super Pyrotechnics: Do 20 damage divided any way you choose to four or more targets, you cannot do more than 10 damage to any of these targets.",,MATCH,755,755,duel,TRUE,"legacy, custom",,Evocation,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 046,Put X 1/1 white critters into play under target opponents control where X=the number of cards in your hand.,Put X 1/1 white critters into play under target opponents control where X=the number of cards in your hand.,,MATCH,756,756,duel,TRUE,"legacy, custom",,Conjuration,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 047,Give target player one annoyance counter.,Give target player one annoyance counter.,,MATCH,757,757,duel,TRUE,"legacy, custom",,Conjuration,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 048,Pyroclasm,Pyroclasm,,MATCH,758,758,duel,TRUE,"legacy, custom",,Evocation,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 049,"Drain life (1d6 damage to any player or critter, gain that much life)","Drain life (<z-rb>1d6</z-rb> damage to any player or critter, gain that much life)",,DIFF,759,759,duel,TRUE,"legacy, custom",,"Evocation, Necromancy",Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 050,Pyroclasm,Deal 2 damage to each creature.,,DIFF,760,760,duel,TRUE,"legacy, custom",,Evocation,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 051,"Grinny: Look through target opponent's library, take a card from their library to your hand.","Grinny: Look through target opponent's library, take a card from their library to your hand.",,MATCH,761,761,duel,TRUE,"legacy, custom",,"Divination, Illusion",Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 052,"Look at the top card of target opponent's library, put that card into your hand or pay one life to look at the top card of another player's library, look at each card only once.",,,DIFF,762,762,duel,TRUE,"legacy, custom",,Divination,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 053,"Jester's Mask: Look through target player's library and hand, give them a new hand of as many cards as they had before, then shuffle that player's library.","Jester's Mask: Look through target player's library and hand, give them a new hand of as many cards as they had before, then shuffle that player's library.",,MATCH,763,763,duel,TRUE,"legacy, custom",,Divination,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 054,Deflect a roll: Trade to deflect a targeted roll to a new legal target.,Deflect a roll: Trade to deflect a targeted roll to a new legal target.,,MATCH,764,764,duel,TRUE,"legacy, custom",,Abjuration,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 055,Reword the text of target card.,Reword the text of target card.,,MATCH,765,765,duel,TRUE,"legacy, custom",,Transmutation,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 056,"Flip a coin, target opponent calls heads or tails.<z-fc></z-fc><ul><li>If the flip is in your favor, that opponent sacrifices two creatures or pays half (round down) their life.</li><li>If in opponent's favor, you must discard your hand, sacrifice all your creatures, and bury all your enchantments.</li></ul>",,,Flip,766,766,duel,TRUE,"legacy, custom",,"Abjuration, Evocation",Instant,uncommon,,,,,,,,,,,,,,,,,,
